dependent_feature,independent_feature,beta,t_statistic,p,n,q
sleep_awakeDuration,bacteria_bacteroidetes_bacteroidia_bacteroidales_odoribacteraceae_odoribacter,-0.08176440930145848,-2.6473732397269143,0.00816146309768977,2578.0,0.02994784806094428
sleep_awakeDuration,bacteria_verrucomicrobia_verrucomicrobiae_verrucomicrobiales_verrucomicrobiaceae_akkermansia,0.012332480517736813,0.6529092086571453,0.5138702151640553,2714.0,0.6851602868854071
sleep_awakeDuration,bacteria_firmicutes_clostridia_clostridiales_clostridiaceae_smb53,0.01192326150293063,0.49721096969347117,0.6190769184596616,2989.0,0.7787311780438633
sleep_awakeDuration,bacteria_firmicutes_clostridia_clostridiales_lachnospiraceae_lachnobacterium,-0.031137699501669936,-1.411349041614641,0.15826570986229951,2514.0,0.2879917015527089
sleep_awakeDuration,bacteria_firmicutes_clostridia_clostridiales_ruminococcaceae_anaerotruncus,-0.038117265755546755,-1.1035959034401546,0.26986200145332256,2844.0,0.4416561383385313
sleep_awakeDuration,bacteria_proteobacteria_deltaproteobacteria_desulfovibrionales_desulfovibrionaceae_bilophila,0.04102540707510684,1.3819443269007268,0.1671076045912655,2603.0,0.30283990383070153
sleep_awakeDuration,bacteria_proteobacteria_gammaproteobacteria_enterobacteriales_enterobacteriaceae,-0.03239035265109869,-1.5693358806639532,0.11668341944116817,2787.0,0.2323203508155994
sleep_awakeDuration,bacteria_firmicutes_bacilli_lactobacillales_streptococcaceae,0.09433277124845753,3.17180760413022,0.0015297224678451928,3107.0,0.006791967757232656
sleep_awakeDuration,bacteria_firmicutes_clostridia_clostridiales_tissierellaceae,0.14346087105704083,3.5282043096484723,0.0004265352349887124,2321.0,0.002254543384940337
sleep_awakeDuration,bacteria_firmicutes_clostridia_clostridiales_lachnospiraceae,0.2604576088822885,3.262710630735504,0.0011152099465417838,3179.0,0.005052583839434205
sleep_awakeDuration,bacteria_bacteroidetes_bacteroidia_bacteroidales_prevotellaceae,-0.031454538890350756,-2.242807948802586,0.02498242896913379,2985.0,0.0701571801627666
sleep_awakeDuration,bacteria_firmicutes_clostridia_clostridiales_ruminococcaceae,-0.20234382861083447,-2.31686382479512,0.0205745027778972,3179.0,0.0617235083336916
sleep_awakeDuration,bacteria_firmicutes_clostridia_clostridiales_unclassified,-0.14315977563254179,-2.1097568596694463,0.03495738670854218,3179.0,0.0891437869884189
sleep_awakeDuration,bacteria_firmicutes_erysipelotrichi_erysipelotrichales_erysipelotrichaceae,0.12856937202475335,4.067456886830639,4.8685742941167814e-05,3177.0,0.0003275222706951289
sleep_awakeDuration,bacteria_firmicutes_clostridia_clostridiales_clostridiaceae,0.08411298745565633,2.432126794374621,0.015065406764156582,3178.0,0.048401343844075906
sleep_awakeDuration,bacteria_firmicutes_clostridia_clostridiales_christensenellaceae,-0.03810002981148003,-1.5380809979128975,0.12413374574725626,3020.0,0.24173413645518327
