dependent_feature,independent_feature,beta,t_statistic,p,n,CHEMICAL_ID,SUB_PATHWAY,SUPER_PATHWAY,BIOCHEMICAL_NAME,CAS,KEGG,HMDB,PUBCHEM,q
sleep_minutesAsleep,metabolite_100001178,-0.01756776906579087,-1.9305220942258146,0.05367055633597147,2205.0,100001178,"Fatty Acid, Dicarboxylate",Lipid,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),86879-39-2,,HMDB61112,123979.0,0.23309096688907416
sleep_restlessDuration,metabolite_100001178,-0.024191133980811498,-2.0408805341276386,0.04138949880757452,2072.0,100001178,"Fatty Acid, Dicarboxylate",Lipid,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),86879-39-2,,HMDB61112,123979.0,0.20050027457035322
sleep_awakeDuration,metabolite_100001181,0.056115121154950716,1.7188755660764357,0.08578734329024565,2064.0,100001181,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosapentaenoate (n3 DPA; 22:5n3),2234-74-4,C16513,HMDB06528,6441454.0,0.30668083706934846
sleep_awakeningsCount,metabolite_100001181,0.06342173278487517,1.6549388107322394,0.09807594467409685,2262.0,100001181,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosapentaenoate (n3 DPA; 22:5n3),2234-74-4,C16513,HMDB06528,6441454.0,0.3320340406837208
sleep_efficiency,metabolite_100001181,-0.0011469528639367075,-1.298038578455689,0.19441363306202375,2150.0,100001181,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosapentaenoate (n3 DPA; 22:5n3),2234-74-4,C16513,HMDB06528,6441454.0,0.47950029114611614
sleep_minutesAfterWakeup,metabolite_100001181,0.06450120911735904,1.7658774927366894,0.07757399449853977,1941.0,100001181,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosapentaenoate (n3 DPA; 22:5n3),2234-74-4,C16513,HMDB06528,6441454.0,0.2909093762435518
sleep_minutesAsleep,metabolite_100001181,-0.02804798240785818,-1.2384077891251484,0.21569701945795974,2205.0,100001181,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosapentaenoate (n3 DPA; 22:5n3),2234-74-4,C16513,HMDB06528,6441454.0,0.5020593885724179
sleep_restlessDuration,metabolite_100001181,-0.015034036017363644,-0.5021329703029842,0.6156274737649557,2072.0,100001181,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosapentaenoate (n3 DPA; 22:5n3),2234-74-4,C16513,HMDB06528,6441454.0,0.8255130241032775
sleep_awakeDuration,metabolite_100001182,0.05733767003104523,1.5134398937979758,0.13032039549672172,2078.0,100001182,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosadienoate (22:2n6),7370-49-2,C16533,HMDB61714,5282807.0,0.3864476158929725
sleep_awakeningsCount,metabolite_100001182,0.008691680110296886,0.19441254537924038,0.8458702715702746,2274.0,100001182,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosadienoate (22:2n6),7370-49-2,C16533,HMDB61714,5282807.0,0.9370621149356986
sleep_efficiency,metabolite_100001182,-0.0018063727538867487,-1.7669791629855065,0.07737304308906438,2163.0,100001182,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosadienoate (22:2n6),7370-49-2,C16533,HMDB61714,5282807.0,0.29087986129676846
sleep_minutesAfterWakeup,metabolite_100001182,0.0490043122787241,1.161621358871314,0.2455314663249716,1955.0,100001182,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosadienoate (22:2n6),7370-49-2,C16533,HMDB61714,5282807.0,0.5318862366895168
sleep_minutesAsleep,metabolite_100001182,0.0024080153229969065,0.09061206922824132,0.92780903439969,2220.0,100001182,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosadienoate (22:2n6),7370-49-2,C16533,HMDB61714,5282807.0,0.9748458512197897
sleep_restlessDuration,metabolite_100001182,0.0428726870128448,1.2266599068654405,0.2200891445404521,2087.0,100001182,Polyunsaturated Fatty Acid (n3 and n6),Lipid,docosadienoate (22:2n6),7370-49-2,C16533,HMDB61714,5282807.0,0.5056894247304056
sleep_awakeDuration,metabolite_100001193,0.02964423671362243,0.8724149550276874,0.3830843126767235,2053.0,100001193,Polyunsaturated Fatty Acid (n3 and n6),Lipid,adrenate (22:4n6),2091-25-0,C16527,HMDB02226,5497181.0,0.6631440252176658
sleep_awakeningsCount,metabolite_100001193,-0.06119098250579923,-1.5246214617809506,0.12749476961706038,2244.0,100001193,Polyunsaturated Fatty Acid (n3 and n6),Lipid,adrenate (22:4n6),2091-25-0,C16527,HMDB02226,5497181.0,0.3829102379256257
sleep_efficiency,metabolite_100001193,-0.0005557567388051795,-0.6039475878071823,0.5459428039889107,2135.0,100001193,Polyunsaturated Fatty Acid (n3 and n6),Lipid,adrenate (22:4n6),2091-25-0,C16527,HMDB02226,5497181.0,0.7813929842100628
sleep_minutesAfterWakeup,metabolite_100001193,0.09128607623127317,2.40854274295038,0.016109742005201193,1931.0,100001193,Polyunsaturated Fatty Acid (n3 and n6),Lipid,adrenate (22:4n6),2091-25-0,C16527,HMDB02226,5497181.0,0.1152466158833624
sleep_minutesAsleep,metabolite_100001193,0.02732563004845487,1.1330030948629053,0.2573369198244931,2196.0,100001193,Polyunsaturated Fatty Acid (n3 and n6),Lipid,adrenate (22:4n6),2091-25-0,C16527,HMDB02226,5497181.0,0.5426408700286613
sleep_restlessDuration,metabolite_100001193,0.04796875664191889,1.5203444661863132,0.12857788864447997,2065.0,100001193,Polyunsaturated Fatty Acid (n3 and n6),Lipid,adrenate (22:4n6),2091-25-0,C16527,HMDB02226,5497181.0,0.3848004113206463
sleep_awakeDuration,metabolite_100001197,0.11377587165162599,2.8022999616367574,0.005121568553088035,2059.0,100001197,Medium Chain Fatty Acid,Lipid,10-undecenoate (11:1n1),1333-28-4,C13910,HMDB33724,14891.0,0.05481297772888266
sleep_awakeningsCount,metabolite_100001197,-0.07154921602785952,-1.4902136099109822,0.13630867988001008,2248.0,100001197,Medium Chain Fatty Acid,Lipid,10-undecenoate (11:1n1),1333-28-4,C13910,HMDB33724,14891.0,0.3969876929700077
sleep_efficiency,metabolite_100001197,-0.001942839084812872,-1.7665962265879465,0.07743853926995913,2143.0,100001197,Medium Chain Fatty Acid,Lipid,10-undecenoate (11:1n1),1333-28-4,C13910,HMDB33724,14891.0,0.29087986129676846
sleep_minutesAfterWakeup,metabolite_100001197,0.07645190842476772,1.6998994068034008,0.08931064202197464,1939.0,100001197,Medium Chain Fatty Acid,Lipid,10-undecenoate (11:1n1),1333-28-4,C13910,HMDB33724,14891.0,0.3134298003035336
sleep_minutesAsleep,metabolite_100001197,0.06628151158949938,2.317625954738695,0.020561455959812038,2194.0,100001197,Medium Chain Fatty Acid,Lipid,10-undecenoate (11:1n1),1333-28-4,C13910,HMDB33724,14891.0,0.13378587870594225
sleep_restlessDuration,metabolite_100001197,0.0849712197625444,2.2696027486526185,0.02333455183025372,2067.0,100001197,Medium Chain Fatty Acid,Lipid,10-undecenoate (11:1n1),1333-28-4,C13910,HMDB33724,14891.0,0.14319291532694942
sleep_awakeDuration,metabolite_100001198,0.06345349253887089,2.19665747719324,0.028156617665420308,2053.0,100001198,Long Chain Fatty Acid,Lipid,myristoleate (14:1n5),544-64-9,C08322,HMDB02000,5281119.0,0.1603767641893106
sleep_awakeningsCount,metabolite_100001198,-0.051631129846698834,-1.5069639462160354,0.13196040430460054,2253.0,100001198,Long Chain Fatty Acid,Lipid,myristoleate (14:1n5),544-64-9,C08322,HMDB02000,5281119.0,0.38917136184746604
sleep_efficiency,metabolite_100001198,-0.0009590755251087975,-1.2221666731510574,0.2217794525679674,2141.0,100001198,Long Chain Fatty Acid,Lipid,myristoleate (14:1n5),544-64-9,C08322,HMDB02000,5281119.0,0.5066210449335612
sleep_minutesAfterWakeup,metabolite_100001198,0.07568932071032246,2.3159981800102996,0.020662744426274294,1934.0,100001198,Long Chain Fatty Acid,Lipid,myristoleate (14:1n5),544-64-9,C08322,HMDB02000,5281119.0,0.13384074337126248
sleep_minutesAsleep,metabolite_100001198,0.02375491019701398,1.1574420182791538,0.24721780613395922,2199.0,100001198,Long Chain Fatty Acid,Lipid,myristoleate (14:1n5),544-64-9,C08322,HMDB02000,5281119.0,0.5338717969656032
sleep_restlessDuration,metabolite_100001198,0.03472514305849512,1.2875416267694533,0.19805019954274686,2065.0,100001198,Long Chain Fatty Acid,Lipid,myristoleate (14:1n5),544-64-9,C08322,HMDB02000,5281119.0,0.4826904224880318
sleep_awakeDuration,metabolite_100001208,0.09420724914180108,1.726982556699609,0.08432291687050432,2035.0,100001208,Histidine Metabolism,Amino Acid,1-methyl-4-imidazoleacetate,2625-49-2,C05828,HMDB02820,75810.0,0.3042393402003346
sleep_awakeningsCount,metabolite_100001208,0.10957632362212436,1.6845833173276832,0.09220942796117368,2227.0,100001208,Histidine Metabolism,Amino Acid,1-methyl-4-imidazoleacetate,2625-49-2,C05828,HMDB02820,75810.0,0.3186275813085015
sleep_efficiency,metabolite_100001208,4.30456288863578e-05,0.028863357828199387,0.9769762966731075,2117.0,100001208,Histidine Metabolism,Amino Acid,1-methyl-4-imidazoleacetate,2625-49-2,C05828,HMDB02820,75810.0,0.991372197049258
sleep_minutesAfterWakeup,metabolite_100001208,0.037286748946036855,0.6121623834993045,0.540503344939649,1911.0,100001208,Histidine Metabolism,Amino Acid,1-methyl-4-imidazoleacetate,2625-49-2,C05828,HMDB02820,75810.0,0.7780264314880456
sleep_minutesAsleep,metabolite_100001208,0.05187370477717379,1.3426100852863332,0.1795386899358713,2175.0,100001208,Histidine Metabolism,Amino Acid,1-methyl-4-imidazoleacetate,2625-49-2,C05828,HMDB02820,75810.0,0.4606239939461837
sleep_restlessDuration,metabolite_100001208,0.06713258273662068,1.3148103034549923,0.18872130371822327,2047.0,100001208,Histidine Metabolism,Amino Acid,1-methyl-4-imidazoleacetate,2625-49-2,C05828,HMDB02820,75810.0,0.47281129226943625
sleep_awakeDuration,metabolite_100001211,0.13098381374915996,3.46917936506214,0.0005347218489726933,1752.0,100001211,"Fatty Acid, Dicarboxylate",Lipid,sebacate (C10-DC),111-20-6,C08277,HMDB00792,5192.0,0.012068157545433923
sleep_awakeningsCount,metabolite_100001211,-0.0326075542105456,-0.7393956151173325,0.4597573319511139,1922.0,100001211,"Fatty Acid, Dicarboxylate",Lipid,sebacate (C10-DC),111-20-6,C08277,HMDB00792,5192.0,0.7218042989773876
sleep_efficiency,metabolite_100001211,-0.0015514695360230035,-1.5334578083686645,0.1253362311888871,1832.0,100001211,"Fatty Acid, Dicarboxylate",Lipid,sebacate (C10-DC),111-20-6,C08277,HMDB00792,5192.0,0.3793497304155089
sleep_minutesAfterWakeup,metabolite_100001211,0.07534341369774258,1.8355149236005073,0.06660887867382836,1659.0,100001211,"Fatty Acid, Dicarboxylate",Lipid,sebacate (C10-DC),111-20-6,C08277,HMDB00792,5192.0,0.2657457777859691
sleep_minutesAsleep,metabolite_100001211,0.05598604213043928,2.140217991824778,0.032465917574196076,1879.0,100001211,"Fatty Acid, Dicarboxylate",Lipid,sebacate (C10-DC),111-20-6,C08277,HMDB00792,5192.0,0.17373130892382305
sleep_restlessDuration,metabolite_100001211,0.08847002282651925,2.5530580962371516,0.010761792804547794,1767.0,100001211,"Fatty Acid, Dicarboxylate",Lipid,sebacate (C10-DC),111-20-6,C08277,HMDB00792,5192.0,0.08895283889751981
sleep_awakeDuration,metabolite_100001229,0.03537612564782718,1.2160620498655539,0.22410115602579878,2057.0,100001229,Polyunsaturated Fatty Acid (n3 and n6),Lipid,stearidonate (18:4n3),111174-40-4,C16300,HMDB06547,5312508.0,0.5090590164820168
sleep_awakeningsCount,metabolite_100001229,0.028914631772146704,0.8397122629203225,0.40115946754235965,2242.0,100001229,Polyunsaturated Fatty Acid (n3 and n6),Lipid,stearidonate (18:4n3),111174-40-4,C16300,HMDB06547,5312508.0,0.675869875431245
sleep_efficiency,metabolite_100001229,-0.0013774927654781393,-1.7429502057520154,0.08148668370845158,2134.0,100001229,Polyunsaturated Fatty Acid (n3 and n6),Lipid,stearidonate (18:4n3),111174-40-4,C16300,HMDB06547,5312508.0,0.2980410995335101
sleep_minutesAfterWakeup,metabolite_100001229,0.04292518385859461,1.340086807875365,0.18037560603927663,1926.0,100001229,Polyunsaturated Fatty Acid (n3 and n6),Lipid,stearidonate (18:4n3),111174-40-4,C16300,HMDB06547,5312508.0,0.4609754394942012
sleep_minutesAsleep,metabolite_100001229,-0.004901072527706415,-0.23967892335891677,0.8106016051936944,2195.0,100001229,Polyunsaturated Fatty Acid (n3 and n6),Lipid,stearidonate (18:4n3),111174-40-4,C16300,HMDB06547,5312508.0,0.9191475842789126
sleep_restlessDuration,metabolite_100001229,0.015494584742712146,0.5754712984917785,0.5650354487676819,2065.0,100001229,Polyunsaturated Fatty Acid (n3 and n6),Lipid,stearidonate (18:4n3),111174-40-4,C16300,HMDB06547,5312508.0,0.7926887116306245
sleep_awakeDuration,metabolite_100001232,0.06919079773888981,2.3731228192282776,0.01772911443007085,2078.0,100001232,Medium Chain Fatty Acid,Lipid,5-dodecenoate (12:1n7),2430-94-6,,HMDB00529,5312378.0,0.12214476929336783
sleep_awakeningsCount,metabolite_100001232,-0.05620000771997791,-1.6368813582138177,0.10179418161296025,2270.0,100001232,Medium Chain Fatty Acid,Lipid,5-dodecenoate (12:1n7),2430-94-6,,HMDB00529,5312378.0,0.3374786820038768
sleep_efficiency,metabolite_100001232,-0.0009309326270743046,-1.1744076206928393,0.24036161362755362,2159.0,100001232,Medium Chain Fatty Acid,Lipid,5-dodecenoate (12:1n7),2430-94-6,,HMDB00529,5312378.0,0.5269599167824041
sleep_minutesAfterWakeup,metabolite_100001232,0.0680468107617786,2.074929940464602,0.03812389194233776,1955.0,100001232,Medium Chain Fatty Acid,Lipid,5-dodecenoate (12:1n7),2430-94-6,,HMDB00529,5312378.0,0.1907069408080747
sleep_minutesAsleep,metabolite_100001232,0.019564418192954167,0.9520028694757059,0.3411994899842915,2218.0,100001232,Medium Chain Fatty Acid,Lipid,5-dodecenoate (12:1n7),2430-94-6,,HMDB00529,5312378.0,0.6256963468857805
sleep_restlessDuration,metabolite_100001232,0.021678689496645337,0.7990953544250358,0.4243263165249399,2086.0,100001232,Medium Chain Fatty Acid,Lipid,5-dodecenoate (12:1n7),2430-94-6,,HMDB00529,5312378.0,0.6959003196520297
sleep_awakeDuration,metabolite_100001247,0.036017809875625126,1.1509964024593684,0.24986710075782134,2068.0,100001247,Fatty Acid Metabolism(Acyl Carnitine),Lipid,octanoylcarnitine (C8),3671-77-0,C02838,HMDB00791,123701.0,0.5369653950150153
sleep_awakeningsCount,metabolite_100001247,0.039084743891562634,1.054580251755839,0.2917300661315924,2265.0,100001247,Fatty Acid Metabolism(Acyl Carnitine),Lipid,octanoylcarnitine (C8),3671-77-0,C02838,HMDB00791,123701.0,0.5760914071139177
sleep_efficiency,metabolite_100001247,-0.001107588422138554,-1.2927474648806372,0.19623718972914597,2157.0,100001247,Fatty Acid Metabolism(Acyl Carnitine),Lipid,octanoylcarnitine (C8),3671-77-0,C02838,HMDB00791,123701.0,0.48152843225832836
sleep_minutesAfterWakeup,metabolite_100001247,0.06553527159216786,1.8744769451620844,0.061014876361584876,1945.0,100001247,Fatty Acid Metabolism(Acyl Carnitine),Lipid,octanoylcarnitine (C8),3671-77-0,C02838,HMDB00791,123701.0,0.2506417642851239
sleep_minutesAsleep,metabolite_100001247,0.03211415679970582,1.4562148804718367,0.1454755306437312,2211.0,100001247,Fatty Acid Metabolism(Acyl Carnitine),Lipid,octanoylcarnitine (C8),3671-77-0,C02838,HMDB00791,123701.0,0.4112657297129382
sleep_restlessDuration,metabolite_100001247,0.05943854922992503,2.046702042956366,0.04081315561718713,2079.0,100001247,Fatty Acid Metabolism(Acyl Carnitine),Lipid,octanoylcarnitine (C8),3671-77-0,C02838,HMDB00791,123701.0,0.19850871181163876
sleep_awakeDuration,metabolite_100001251,0.06305664504380228,2.1076376037385183,0.03518184650102774,2083.0,100001251,Fatty Acid Metabolism(Acyl Carnitine),Lipid,decanoylcarnitine (C10),1492-27-9,,HMDB00651,10245190.0,0.18228869898667857
sleep_awakeningsCount,metabolite_100001251,-0.0015809936932907089,-0.04471597687574026,0.9643376231086846,2280.0,100001251,Fatty Acid Metabolism(Acyl Carnitine),Lipid,decanoylcarnitine (C10),1492-27-9,,HMDB00651,10245190.0,0.9857186164578823
sleep_efficiency,metabolite_100001251,-0.00044053671342480664,-0.5428302599653384,0.5873025785034383,2169.0,100001251,Fatty Acid Metabolism(Acyl Carnitine),Lipid,decanoylcarnitine (C10),1492-27-9,,HMDB00651,10245190.0,0.8064944267941817
sleep_minutesAfterWakeup,metabolite_100001251,0.061794045091662586,1.8381618189502953,0.0661898910324017,1964.0,100001251,Fatty Acid Metabolism(Acyl Carnitine),Lipid,decanoylcarnitine (C10),1492-27-9,,HMDB00651,10245190.0,0.26485446977220944
sleep_minutesAsleep,metabolite_100001251,0.032786537122530685,1.557998757565439,0.11937595126177009,2227.0,100001251,Fatty Acid Metabolism(Acyl Carnitine),Lipid,decanoylcarnitine (C10),1492-27-9,,HMDB00651,10245190.0,0.371345952194918
sleep_restlessDuration,metabolite_100001251,0.045424151710519826,1.6499115030526557,0.09911115856028409,2097.0,100001251,Fatty Acid Metabolism(Acyl Carnitine),Lipid,decanoylcarnitine (C10),1492-27-9,,HMDB00651,10245190.0,0.33308759456334724
sleep_awakeDuration,metabolite_100001253,0.02680688827184554,0.7328067602201257,0.4637656100299665,1928.0,100001253,Glutamate Metabolism,Amino Acid,N-acetylglutamine,2490-97-3,C02716,HMDB06029,182230.0,0.722430796228804
sleep_awakeningsCount,metabolite_100001253,0.05344633576755936,1.2453710574444496,0.21313465675316784,2100.0,100001253,Glutamate Metabolism,Amino Acid,N-acetylglutamine,2490-97-3,C02716,HMDB06029,182230.0,0.4990534743939617
sleep_efficiency,metabolite_100001253,0.0021082743505050593,2.138602072325814,0.032588915487162376,2002.0,100001253,Glutamate Metabolism,Amino Acid,N-acetylglutamine,2490-97-3,C02716,HMDB06029,182230.0,0.17391606464035292
sleep_minutesAfterWakeup,metabolite_100001253,-0.05907720219321217,-1.4490298615537271,0.1475034272038806,1805.0,100001253,Glutamate Metabolism,Amino Acid,N-acetylglutamine,2490-97-3,C02716,HMDB06029,182230.0,0.41374596273413
sleep_minutesAsleep,metabolite_100001253,-0.005226988806179234,-0.20559170063390067,0.8371302540187238,2057.0,100001253,Glutamate Metabolism,Amino Acid,N-acetylglutamine,2490-97-3,C02716,HMDB06029,182230.0,0.9325651776491112
sleep_restlessDuration,metabolite_100001253,-0.04157709345793113,-1.233247633239152,0.217633334707033,1938.0,100001253,Glutamate Metabolism,Amino Acid,N-acetylglutamine,2490-97-3,C02716,HMDB06029,182230.0,0.5033937424570052
sleep_awakeDuration,metabolite_100001254,0.0725213328243101,1.6089706429506065,0.10777561666893602,2070.0,100001254,Tryptophan Metabolism,Amino Acid,N-acetyltryptophan,1218-34-4,C03137,HMDB13713,700653.0,0.3470832111732766
sleep_awakeningsCount,metabolite_100001254,0.03561743239347317,0.6710959060732017,0.502228046055991,2264.0,100001254,Tryptophan Metabolism,Amino Acid,N-acetyltryptophan,1218-34-4,C03137,HMDB13713,700653.0,0.7509186645468665
sleep_efficiency,metabolite_100001254,0.001220978481051599,0.9992188423976488,0.3178010812914467,2156.0,100001254,Tryptophan Metabolism,Amino Acid,N-acetyltryptophan,1218-34-4,C03137,HMDB13713,700653.0,0.6014803622758118
sleep_minutesAfterWakeup,metabolite_100001254,0.11282014383141574,2.251186888955949,0.02448510373766733,1947.0,100001254,Tryptophan Metabolism,Amino Acid,N-acetyltryptophan,1218-34-4,C03137,HMDB13713,700653.0,0.146910622426004
sleep_minutesAsleep,metabolite_100001254,0.06656132863252122,2.112475065422914,0.034757918574782935,2209.0,100001254,Tryptophan Metabolism,Amino Acid,N-acetyltryptophan,1218-34-4,C03137,HMDB13713,700653.0,0.1809390846524746
sleep_restlessDuration,metabolite_100001254,0.10427373801889192,2.4963287318459004,0.01262559138470289,2082.0,100001254,Tryptophan Metabolism,Amino Acid,N-acetyltryptophan,1218-34-4,C03137,HMDB13713,700653.0,0.0978483332314474
sleep_awakeDuration,metabolite_100001256,0.06820714126125473,1.3070985495907859,0.19132569337482358,2057.0,100001256,Phenylalanine and Tyrosine Metabolism,Amino Acid,N-acetylphenylalanine,2018-61-3,C03519,HMDB00512,74839.0,0.4760375323254837
sleep_awakeningsCount,metabolite_100001256,0.06078148191284147,0.9756255305671679,0.3293550401809171,2253.0,100001256,Phenylalanine and Tyrosine Metabolism,Amino Acid,N-acetylphenylalanine,2018-61-3,C03519,HMDB00512,74839.0,0.6138704515327805
sleep_efficiency,metabolite_100001256,0.0018208111347819671,1.2666209957920895,0.20542881153997378,2143.0,100001256,Phenylalanine and Tyrosine Metabolism,Amino Acid,N-acetylphenylalanine,2018-61-3,C03519,HMDB00512,74839.0,0.49030221656930023
sleep_minutesAfterWakeup,metabolite_100001256,0.0251941548674738,0.4257496719628843,0.6703376361938602,1939.0,100001256,Phenylalanine and Tyrosine Metabolism,Amino Acid,N-acetylphenylalanine,2018-61-3,C03519,HMDB00512,74839.0,0.8536950253234092
sleep_minutesAsleep,metabolite_100001256,0.009300301819082245,0.2516011407696319,0.8013729510929017,2198.0,100001256,Phenylalanine and Tyrosine Metabolism,Amino Acid,N-acetylphenylalanine,2018-61-3,C03519,HMDB00512,74839.0,0.9148832573473052
sleep_restlessDuration,metabolite_100001256,0.039157044203972854,0.8003169579809325,0.42361937439480524,2067.0,100001256,Phenylalanine and Tyrosine Metabolism,Amino Acid,N-acetylphenylalanine,2018-61-3,C03519,HMDB00512,74839.0,0.6955868814263559
sleep_awakeDuration,metabolite_100001263,0.08567162657602867,1.0214652526653638,0.3071533092973621,2077.0,100001263,Lysolipid,Lipid,1-palmitoyl-GPC (16:0),17364-16-8,,HMDB10382,86554.0,0.5920955473390986
sleep_awakeningsCount,metabolite_100001263,-0.11276126713465373,-1.1293830101354707,0.25885578477926346,2272.0,100001263,Lysolipid,Lipid,1-palmitoyl-GPC (16:0),17364-16-8,,HMDB10382,86554.0,0.5433017089052049
sleep_efficiency,metabolite_100001263,0.0026659017863053785,1.16490100884303,0.2441878172834268,2163.0,100001263,Lysolipid,Lipid,1-palmitoyl-GPC (16:0),17364-16-8,,HMDB10382,86554.0,0.5298266638884973
sleep_minutesAfterWakeup,metabolite_100001263,0.003639596762912337,0.03841905498990403,0.9693575112618336,1950.0,100001263,Lysolipid,Lipid,1-palmitoyl-GPC (16:0),17364-16-8,,HMDB10382,86554.0,0.9872950180789898
sleep_minutesAsleep,metabolite_100001263,0.1906384821427053,3.215609807523644,0.0013204293302718111,2219.0,100001263,Lysolipid,Lipid,1-palmitoyl-GPC (16:0),17364-16-8,,HMDB10382,86554.0,0.022050761013889007
sleep_restlessDuration,metabolite_100001263,0.17405801714085534,2.2288411426583403,0.025930790967823636,2088.0,100001263,Lysolipid,Lipid,1-palmitoyl-GPC (16:0),17364-16-8,,HMDB10382,86554.0,0.1530313856459964
sleep_awakeDuration,metabolite_100001264,0.036285312546289535,0.7969420378661427,0.4255763122326044,2070.0,100001264,Lysolipid,Lipid,1-margaroyl-GPC (17:0),50930-23-9,C04230,HMDB12108,24779463.0,0.6970069490683717
sleep_awakeningsCount,metabolite_100001264,-0.10642831975144888,-1.9800842744191125,0.047815280189524446,2263.0,100001264,Lysolipid,Lipid,1-margaroyl-GPC (17:0),50930-23-9,C04230,HMDB12108,24779463.0,0.21781386410445397
sleep_efficiency,metabolite_100001264,0.0013538371955792855,1.0905608898526646,0.2755885227998875,2152.0,100001264,Lysolipid,Lipid,1-margaroyl-GPC (17:0),50930-23-9,C04230,HMDB12108,24779463.0,0.5577953065600725
sleep_minutesAfterWakeup,metabolite_100001264,0.02718223053479893,0.5353320556978816,0.592481685370259,1943.0,100001264,Lysolipid,Lipid,1-margaroyl-GPC (17:0),50930-23-9,C04230,HMDB12108,24779463.0,0.8107794653051965
sleep_minutesAsleep,metabolite_100001264,0.08796241547310173,2.731536164191288,0.00635422851103045,2209.0,100001264,Lysolipid,Lipid,1-margaroyl-GPC (17:0),50930-23-9,C04230,HMDB12108,24779463.0,0.06280631869067511
sleep_restlessDuration,metabolite_100001264,0.10234549200096796,2.4085635646875994,0.016102197340544907,2078.0,100001264,Lysolipid,Lipid,1-margaroyl-GPC (17:0),50930-23-9,C04230,HMDB12108,24779463.0,0.1152466158833624
sleep_awakeDuration,metabolite_100001266,-0.026436427423017536,-0.6107324636830455,0.5414438903119123,2071.0,100001266,Urea cycle; Arginine and Proline Metabolism,Amino Acid,N-acetylarginine,155-84-0,C02562,HMDB04620,67427.0,0.7786052637543202
sleep_awakeningsCount,metabolite_100001266,0.11659020715845923,2.2923825493532264,0.021975164587186537,2263.0,100001266,Urea cycle; Arginine and Proline Metabolism,Amino Acid,N-acetylarginine,155-84-0,C02562,HMDB04620,67427.0,0.13863630150091716
sleep_efficiency,metabolite_100001266,0.0005172917802624688,0.437768829303259,0.6615978216779805,2156.0,100001266,Urea cycle; Arginine and Proline Metabolism,Amino Acid,N-acetylarginine,155-84-0,C02562,HMDB04620,67427.0,0.8494783742278094
sleep_minutesAfterWakeup,metabolite_100001266,-0.009788946627234165,-0.19710177718872246,0.8437684866224255,1950.0,100001266,Urea cycle; Arginine and Proline Metabolism,Amino Acid,N-acetylarginine,155-84-0,C02562,HMDB04620,67427.0,0.9366715819801119
sleep_minutesAsleep,metabolite_100001266,-0.06442732453581315,-2.116548837706442,0.03440990589296434,2210.0,100001266,Urea cycle; Arginine and Proline Metabolism,Amino Acid,N-acetylarginine,155-84-0,C02562,HMDB04620,67427.0,0.18002621957967957
sleep_restlessDuration,metabolite_100001266,-0.01914470408728344,-0.47819399898983,0.6325624355319182,2083.0,100001266,Urea cycle; Arginine and Proline Metabolism,Amino Acid,N-acetylarginine,155-84-0,C02562,HMDB04620,67427.0,0.833832301382983
sleep_awakeDuration,metabolite_100001267,-0.027110077527277936,-1.7173283376763242,0.0860694972094597,2065.0,100001267,Food Component/Plant,Xenobiotics,piperine,94-62-2,C03882,HMDB29377,638024.0,0.3072527253129223
sleep_awakeningsCount,metabolite_100001267,-0.003987070812564983,-0.21614826420744698,0.8288917120361137,2262.0,100001267,Food Component/Plant,Xenobiotics,piperine,94-62-2,C03882,HMDB29377,638024.0,0.9295309274247869
sleep_efficiency,metabolite_100001267,0.0003124574102402397,0.7466503334759924,0.45535640810028066,2152.0,100001267,Food Component/Plant,Xenobiotics,piperine,94-62-2,C03882,HMDB29377,638024.0,0.718184931372197
sleep_minutesAfterWakeup,metabolite_100001267,-0.02517780996685416,-1.4509014109535197,0.1469690664182221,1944.0,100001267,Food Component/Plant,Xenobiotics,piperine,94-62-2,C03882,HMDB29377,638024.0,0.41246157349630075
sleep_minutesAsleep,metabolite_100001267,-0.0032034448514372087,-0.2913312375372094,0.7708254506955401,2206.0,100001267,Food Component/Plant,Xenobiotics,piperine,94-62-2,C03882,HMDB29377,638024.0,0.9038766263155964
sleep_restlessDuration,metabolite_100001267,-0.008871452618081017,-0.6215101244346111,0.5343324062503092,2077.0,100001267,Food Component/Plant,Xenobiotics,piperine,94-62-2,C03882,HMDB29377,638024.0,0.7731193667688218
sleep_awakeDuration,metabolite_100001270,0.13861746375845074,3.170782818641488,0.0015426407954266333,2065.0,100001270,Fatty Acid Metabolism(Acyl Carnitine),Lipid,myristoylcarnitine (C14),18822-89-4,,HMDB05066,6426854.0,0.024545735842275106
